grid_id,replicate_id,bootstrap_index,block_index,block_start,block_end,frequency_count,resampling_seed,experiment_scientific_hash
A_stage4a1_quick61,pilot,17,2,31,45,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,17,3,43,57,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,17,4,29,43,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,18,1,9,23,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,18,2,15,29,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,18,3,28,42,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,18,4,22,36,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,19,1,35,49,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,19,2,7,21,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,19,3,6,20,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,19,4,31,45,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,20,1,13,27,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,20,2,9,23,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,20,3,8,22,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,20,4,16,30,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,21,1,36,50,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,21,2,14,28,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,21,3,29,43,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,21,4,32,46,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,22,1,47,61,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,22,2,26,40,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,22,3,5,19,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,22,4,30,44,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,23,1,14,28,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,23,2,28,42,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,23,3,45,59,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,23,4,44,58,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,24,1,35,49,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,24,2,4,18,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,24,3,7,21,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,24,4,8,22,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,25,1,33,47,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,25,2,24,38,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,25,3,36,50,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,25,4,21,35,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,26,1,44,58,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,26,2,10,24,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,26,3,35,49,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,26,4,36,50,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,27,1,46,60,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,27,2,21,35,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,27,3,43,57,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,27,4,5,19,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,28,1,28,42,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,28,2,30,44,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,28,3,26,40,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,28,4,30,44,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,29,1,28,42,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,29,2,24,38,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,29,3,43,57,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,29,4,42,56,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,30,1,43,57,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,30,2,31,45,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,30,3,10,24,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
A_stage4a1_quick61,pilot,30,4,18,32,15,20278552,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb
