sample_id,paired_case_id,split,category,candidate_id,truth_topology_id,case_seed,main_length_scale,parameter_domain_truth,parameter_vector_hash,noiseless_cfr_hash,observation_hash
r73_development_medium_upper_ood_C075_R01,development_C075_R01,development,medium_upper_ood,R21C_075,R21C_075,370260569,1.3,out_of_parameter_domain,dbb190c446810d658af6c51aabed596f0e005610ed5134208d52be9be16a825b,252dfd9a1f5cacff1da2358b7502488d967190be9cf1438d5caf5d401b227d9c,92a7103fbc44b0fbb907e35626bcf1959550f2f8e17709700056fb3639bdf59c
r73_development_in_domain_C076_R01,development_C076_R01,development,in_domain,R21C_076,R21C_076,1061520283,1.03636003880352,in_parameter_domain,62b532c1f9f41da468ff8d2840f37c6eb588804e9710fe6827c40c4013e25b22,c183823f2650c03b4b498b47c4db9b6bc725747e168ec46f25eb396d2103b906,655215410c296b352c204ae03e46d10ee41fd9ad5800510d3740a8e5b36de3b8
r73_development_medium_lower_ood_C076_R01,development_C076_R01,development,medium_lower_ood,R21C_076,R21C_076,1061520283,0.75,out_of_parameter_domain,b1cc734484d161e9186d75fcc348c488a8b438aa090e532f2d9e1b729839d673,84f4d376628289fdab336454bbac6ebc97d778258b655ce7ddf588dfdf371bfd,15472312dcab5941583c1b7d0fc6104d2b737e0138c36b4a27fc31447af72ff2
r73_development_medium_upper_ood_C076_R01,development_C076_R01,development,medium_upper_ood,R21C_076,R21C_076,1061520283,1.3,out_of_parameter_domain,96e8d349e7b93a3a08abed5929630d89b9dd30f86d43b0b4910a0f50098965cc,24b2f03e4c1b4df9792994753e47fc919d84f68063c55339dcf6f7da74c138ef,b49e9dd83c94d50627a274577def052684d121ed073af2c4bb8c63062a380ecc
r73_development_in_domain_C077_R01,development_C077_R01,development,in_domain,R21C_077,R21C_077,1937211484,0.981812848578049,in_parameter_domain,3bd4175e9f0588ec6457410878e44d80bd79de83ae48ebecd6d5f69be6919329,31080541b65635c3a460b3da8ebb81ac71951ac72584271ed2184ad386e08d32,cc3ad971594c85c89c1575c74861f373c61c7d2af3f0519835cba024c7702280
r73_development_medium_lower_ood_C077_R01,development_C077_R01,development,medium_lower_ood,R21C_077,R21C_077,1937211484,0.75,out_of_parameter_domain,ea8449bc26c8823bbde42a1211f3aa7cf2147a1706e440fa224ae17df88c2305,b2bacb75b91dfb1f3d3fe741d0b27fd334635c7467428a73211aa2f669c851d4,7a907421c30fa021c1590b9174d285e78acbfb2536c160aeceae4bb4483288f0
r73_development_medium_upper_ood_C077_R01,development_C077_R01,development,medium_upper_ood,R21C_077,R21C_077,1937211484,1.3,out_of_parameter_domain,0872e28ada8b7cd987a28f1017cc94aa05dc5cba59850fda303b7f78ed7d8db1,25bb5fa9efbda0524aed88f661ac084f7cc21af3ef126bc8b016ee0f60f913fb,24aaf9f497db3a35850d828c96260b66503e8f793af84da40c376f3d939fa920
r73_development_in_domain_C078_R01,development_C078_R01,development,in_domain,R21C_078,R21C_078,1689119166,1.00800020495652,in_parameter_domain,b68dbedb263ec403d3176a31cf82845c63c3fe98e15afc0fce0ee1cdf81d9d1c,4df99e93589a4428e5e7429ad29a67d5664513dc4d911f196e654de1f9d82e2a,76bf55ca89fa7be968fe1975cc6ac2ab39e59c363ab26470afed7b99169c58c4
r73_development_medium_lower_ood_C078_R01,development_C078_R01,development,medium_lower_ood,R21C_078,R21C_078,1689119166,0.75,out_of_parameter_domain,0a54e14a82352692d2d77163396d3ae6ceae241c2c38b1d57b426c9aacab0b4b,2c51cdaf15d04b760445ef138552a7be20a6a317517abdb735aac993e97e081f,03561947ee525b9962c6dc5a56ee36a1b27366d01f58f4cd15eabc8319405d79
r73_development_medium_upper_ood_C078_R01,development_C078_R01,development,medium_upper_ood,R21C_078,R21C_078,1689119166,1.3,out_of_parameter_domain,40c3d438216cfd3df274d64c72742bdc6a989db2a580eacc0f13d36931e7e217,5810ef57b50cd2d431903cbcb6f339f67e2ace5121207e27fd166e95deeaea8c,25c33309079544b98d81fcfec90e9aa4734c906bf8a8a90d597196e79ee3a8d1
r73_development_in_domain_C079_R01,development_C079_R01,development,in_domain,R21C_079,R21C_079,213309821,1.03337918571055,in_parameter_domain,95ebeb41f5208a858ed245bd13b497e1c2d3b5b3c9a2eb5434a9f5508d2e0527,ccdf1753576d6989c4d3e847a8cf99d215b8fe06ce3f9fb012ce150390990186,f6f223a6efe7492022307e5545a366affbfec8ce941183fe95845167730f7720
r73_development_medium_lower_ood_C079_R01,development_C079_R01,development,medium_lower_ood,R21C_079,R21C_079,213309821,0.75,out_of_parameter_domain,c958e0d4f16e5c1134feabe17a2123abdcfa077fb75b53474ab95add7785fdae,ea9108b739cc39f9dd8bc0c2ea633146e5c6824bd57059ca52cf554cfc95e294,454875e8ced405a4eb645a5ba2488ac32dbad9d97a3405e95c35a1e06708e244
r73_development_medium_upper_ood_C079_R01,development_C079_R01,development,medium_upper_ood,R21C_079,R21C_079,213309821,1.3,out_of_parameter_domain,90ef5ed2e33d2f9fc572963c439e6b350cb1fecf05c881d2fb9fe940211aeee6,099c62dfe7938b1b00950a89499ebb2b993d18a495d9c2ea825a479aa56a625a,ad37050d93ac0817a348bb0b701af609ba88a922ccccea3e55e4bca0500963af
r73_development_in_domain_C080_R01,development_C080_R01,development,in_domain,R21C_080,R21C_080,94415620,0.989479617678593,in_parameter_domain,93388ad363c3b27665d73bf248b64a85c9b39df22f47b21c8ca664d5d5c9851e,79bde72afecb3110b756eb1ed56d25b32248f3a531e23dbfa7086148ffec3d1f,e57e81ac25cc03f9d14d1502de6cd0d674302ba26b3d48664b6e2f7c17786549
r73_development_medium_lower_ood_C080_R01,development_C080_R01,development,medium_lower_ood,R21C_080,R21C_080,94415620,0.75,out_of_parameter_domain,b8f731fbd00c995f3774ec96badd55c549e93b0bccbbe8a53ab53b524e018a6c,c25b7f8d1e62ffa744f4ec3d525b9813548642e98de5f658ea18f0f454612af6,d8fccca280e6dfc7b18915ea5a7866ca7b7908ed5a75df04231c83533106694f
r73_development_medium_upper_ood_C080_R01,development_C080_R01,development,medium_upper_ood,R21C_080,R21C_080,94415620,1.3,out_of_parameter_domain,059e197aa7c0d96ed60ffc7779eb08d1a4fb8c0221eeaee2e7c3fabf12ec1ec0,e522810a381338acd9fe996f3d978d2e2fcb3c7c179c9055d83b97526d871db5,38f9a8d91a9c074efdbea30826e5e5e6296c1a451c0bc67e632584b6dcbb3766
r73_development_in_domain_C081_R01,development_C081_R01,development,in_domain,R21C_081,R21C_081,1718366942,1.00407915361681,in_parameter_domain,b61949e86efa32f47cc12292ba44d7f26843630429018d13e22f8358e36b1f01,c9a4275809003e2e30d19964d935be886e5eb7550eb904e589e5735350fa95c5,68ac844021ba4e3623f65af8f84ce455509a617d1ace720e437ec5d6df50204d
r73_development_medium_lower_ood_C081_R01,development_C081_R01,development,medium_lower_ood,R21C_081,R21C_081,1718366942,0.75,out_of_parameter_domain,1035b9e58cb63da475f38fa6f66c0b3cefa68ef6fd4a95a8402d72715518e1c8,3ad95852b3e1c7d5d5840f923b0fd05f242379f381fd32a4f02d10a5e7292b98,743e9a3b40dfaae689228afbe0edea6e17dcd2d47a29d45ad408b301dd071d4f
r73_development_medium_upper_ood_C081_R01,development_C081_R01,development,medium_upper_ood,R21C_081,R21C_081,1718366942,1.3,out_of_parameter_domain,cb76e01c484df70e5806902d4b4329e9aa8d47094815060d86ebfb373baa4ebb,1693ce52d728695fbc79d1ea7d132f94936e9b2411897caf55285491cef1b024,fefbb291f88ae0828de001068a444c7f02c3feb0fb04a48e209f47c8d991bd09
r73_development_in_domain_C082_R01,development_C082_R01,development,in_domain,R21C_082,R21C_082,2017608750,0.95357362303091,in_parameter_domain,00583a4e8ae6ba5c14547aed904c553df2035633ee7aeb0fc1c39b4977909d3e,7d68d5c0fb6108040443c4df16c46864027c6f8b4f2d3a11838a6ec1bc92ab89,4fc6c16bc53dbaa3bd178e249027259445b65393cc3292cd695cc7549cb28edb
r73_development_medium_lower_ood_C082_R01,development_C082_R01,development,medium_lower_ood,R21C_082,R21C_082,2017608750,0.75,out_of_parameter_domain,8b2c19c5131019e73f8938a42b3b416ad3174ed29321d800df350e3ffd7de2c8,491624fbb069d5d3779e47442f36fc8a8c361809ca54c3292785d8ee466b836e,92582895f4fdb6b442a6591ae75506e85fdf3c9fd63e62d5e9398ef48bc68b89
r73_development_medium_upper_ood_C082_R01,development_C082_R01,development,medium_upper_ood,R21C_082,R21C_082,2017608750,1.3,out_of_parameter_domain,80f65e7b4ef472fbae235ae4cd78d7caad47520eedfefe6758b8bc596bb44113,1e152b72aa0aa1ab8642db0770e8fa7526f2cedee93571c67c692bfc666385c0,39c3c3d6b55832f7473b41fbbf301b063fece5c382e7079f2939d7f9fb2ad1f8
r73_development_in_domain_C083_R01,development_C083_R01,development,in_domain,R21C_083,R21C_083,1481290821,0.964301823450143,in_parameter_domain,14c6048ee392f46014b87a856351c560e604e9b05a523d95db45e37c43cbaec8,7e67a4ee53c07bfdcd95666e6fcdc8d61497182cae1aa1d3d2c38d04a8088d57,5d41f91f23a8a3395dd70d11264dfd9bf9fc053a9375690e7498a5113305a791
r73_development_medium_lower_ood_C083_R01,development_C083_R01,development,medium_lower_ood,R21C_083,R21C_083,1481290821,0.75,out_of_parameter_domain,40bef40a732e14af20df6b7f4d3f4a77beb3c1b5ed3025267d9997d81e22d838,6ad7a8a78dcbb50430d0246397b3c99b8a2e85353c396f9d9bcb0d708f3be1b4,f9a3844b0e49d43eb654a517bc0e551c1f14a896c1922a21ae72d0dd623d2e80
r73_development_medium_upper_ood_C083_R01,development_C083_R01,development,medium_upper_ood,R21C_083,R21C_083,1481290821,1.3,out_of_parameter_domain,a676669451a8d6c99ea8a32d3790e9d402e417c5c98d9770dac7391e446178cc,cd3b72424e3c94e484672a206a88919cd99e86d24c8aa77107fb80fe4d182969,c2782463645caa9f756bbee02f90ded2214550d3e455bd000960e4b1a1675608
r73_development_in_domain_C084_R01,development_C084_R01,development,in_domain,R21C_084,R21C_084,384279668,1.02199844170029,in_parameter_domain,606e2e509cb8d06ef42708baadfbf1cfeeeb5b90e9cb9b83d491e318132edc92,3b03ea4965b1d6fb5ae2ff0471a5fff6e2369b3ef05b9cc11de4b083f6883a77,20ee7759391ae029f47c292527710d9f3f84c87e83f9553eaddf03de389482ae
r73_development_medium_lower_ood_C084_R01,development_C084_R01,development,medium_lower_ood,R21C_084,R21C_084,384279668,0.75,out_of_parameter_domain,3c3aa9c7aea3eb27bdaad636013e3a0fd9ad1173e7816fddb5293d4278359519,f2f7b3e063fd9da986e794318ad910a3cfafc37cf5f858cb74a77f62d5e5b736,b8608fbe1487da7feb4e5a8b889d8492694475db8734cc961362c6b7aabbb783
r73_development_medium_upper_ood_C084_R01,development_C084_R01,development,medium_upper_ood,R21C_084,R21C_084,384279668,1.3,out_of_parameter_domain,d83fb2fd1657720505d3b448a24e6dae6ae3a000ae0bd8e888f8ce97cb97dc34,9091a92a1dc022558ff2a0191c91feb3db9c4f1d15153a7785f7dac517679eaf,a871791666a0873253eb3b36ff0a0d93f2b80c7569ee678869e62f36de767e79
r73_development_in_domain_C085_R01,development_C085_R01,development,in_domain,R21C_085,R21C_085,958829357,1.0355624726369,in_parameter_domain,8024b79d1965abaf11cfcf409cc270a99c097fea3b8be8734690b43274f07d41,81d9d7f4266706f004a78bed1dc20806d52270659e25f1a7292609e22e6cb098,12bfc48750fe17be91f7fec4c690a3f5acbc076300d1db7c6378f199df501191
r73_development_medium_lower_ood_C085_R01,development_C085_R01,development,medium_lower_ood,R21C_085,R21C_085,958829357,0.75,out_of_parameter_domain,e483c66554711de709e6869d4e5449b930e87cbfc6b23710f8314f367a1b4e62,b6f1b34b6ecb7dbf5b86bf43988fdc710ee85924c502badcaa606c653d97692d,38987d49cc7330f85c99c99a4a3a618637e97de9f15c9851f0530a252901b5b2
r73_development_medium_upper_ood_C085_R01,development_C085_R01,development,medium_upper_ood,R21C_085,R21C_085,958829357,1.3,out_of_parameter_domain,d64b99023dee298e9d7fcb0363b1566a6b9188216a50ef54b8443ebe03edaeb3,7bfd376c8e10b4950157c9a21f3a8c9f48642a063efa5df09dc3993f55540a8d,709d1251308d728330b00aa110f9b3c7184bea945c89b39caa33f6ac59d92ed9
r73_development_in_domain_C086_R01,development_C086_R01,development,in_domain,R21C_086,R21C_086,1029563404,0.972330050586248,in_parameter_domain,69d955e33b1f2fbfe6405746d56f7a588112142238aff6bc855b7ce6481da2b1,b987f5a7834b323a056f9d5f46cb0819596c69ce947cbeb038422ed80766b922,a068a2fb2ada0d9d2e3217e14469ac876288ee1b5a1b1eb8b97743308acabaad
r73_development_medium_lower_ood_C086_R01,development_C086_R01,development,medium_lower_ood,R21C_086,R21C_086,1029563404,0.75,out_of_parameter_domain,eeec7829f3dce69d78c2ecc8362892998bf619a7486a9b30c271668c432d0767,9eb521d2c18b0f33e0276a50651149f59cd1a80830d15a3917faee9df6466aa9,ed4dff1f6f45e2d98cc65bbe599dd12d464fccb4a1113df6d3f2ed0e7179d544
r73_development_medium_upper_ood_C086_R01,development_C086_R01,development,medium_upper_ood,R21C_086,R21C_086,1029563404,1.3,out_of_parameter_domain,8fdcb74f1d91f67a7cc1b7c9b6ce7682dc42f357e52c5f98b4b0544a95bf2d78,44b94959b6746509806bc9cd80dc50666c12abf9d1e713bdf46a0d325f5f689d,ee6bfa8d5567a9242c57fea7514e942feb651de8cfb181425c49ea36e8a51c2b
r73_development_in_domain_C087_R01,development_C087_R01,development,in_domain,R21C_087,R21C_087,1996374721,1.02024851035965,in_parameter_domain,718b3047f28502b91ab00f062decfaa14e07aba9be2623c312ad195541ac0a1e,be98dabebbfb2d8d6026b00d247d825a248725bb9fafbf3811597408f03fe6e4,35e2bb967d6281fddf3de4ace5968f3ad253ccec92beadb0986813d6f8cabef8
r73_development_medium_lower_ood_C087_R01,development_C087_R01,development,medium_lower_ood,R21C_087,R21C_087,1996374721,0.75,out_of_parameter_domain,bd84b84bcfae10c29a245caee01cd901bcaaf2a4bcfaf4515398ca893286564d,51fe53c7e96424aff9e6bbad71e024e58f269dc853b59d58f7aed3d66d787bf5,0d5970edc941d02a1a300b01f083b76c07e3a5c03fa017a5f9042d8febef3bd4
r73_development_medium_upper_ood_C087_R01,development_C087_R01,development,medium_upper_ood,R21C_087,R21C_087,1996374721,1.3,out_of_parameter_domain,c668834bba92200bb9d012dcbb39d12683d1b413ca170959161b814186177dff,6c9274c4e6aadb4e2b2f1d869200a9dcee36737836459d590f68be0f8bf7ed94,4bd0f1ab4ed1a841bfd22c56dc33f49b92b7035f5368e5a216b0f24acca484b0
r73_calibration_in_domain_C001_R01,calibration_C001_R01,calibration,in_domain,R21C_001,R21C_001,1395352275,0.998258772066142,in_parameter_domain,d0999a1e3352d26ef59e02429cd3fda7a7f708d32e3fcacd584a0995b8d0f73f,213ca06fb5c09d3b1d2918d4539ca340877e16d479bf32028ad06315e7d10fad,3402f283edda320f211a9602232f362a5211299eacc40bf264e118220ce73f9c
r73_calibration_in_domain_C001_R02,calibration_C001_R02,calibration,in_domain,R21C_001,R21C_001,1378574656,0.991306116104884,in_parameter_domain,26374894d3c67ca86ee61991931b8663c6e4f37c33cdc202568fde6ba0860bd2,d352b90983ed6fe5ffe3b7c440de799eb4544e860cd61d6156c0df1a77f2501b,aa37ef9f4b388dd75c80ecf41d4ac78e48032c1005b8c08e79b1cc5475d381ae
r73_calibration_in_domain_C001_R03,calibration_C001_R03,calibration,in_domain,R21C_001,R21C_001,1361797037,0.975436071998124,in_parameter_domain,9b3b5e1158951fc61983821afc562b28ed79a0fe8ff2f794598b8ca2bc68057e,6d0e0ff281a09c7517aed9d9702793461826f84d023db32f46c45b13dcb1173d,76aeca48487f1ee5470c8f2be2779e92e7c44069076dc2d92cb103945e51c7ee
r73_calibration_in_domain_C001_R04,calibration_C001_R04,calibration,in_domain,R21C_001,R21C_001,1345019418,0.987380509389224,in_parameter_domain,cff5ee8a4fb2ae061f0da4dd88378d01d36ebf0faa4719089b52f31d6f31c48e,29febec1566a25ec0ae8a0c2487b16852d35a3e09fdd8f9b88dffd837a9a555a,75b38c144c2e4168542e3f568a84751d8bdd0cb83f15f6d25bf634ff9a6d9b3a
r73_calibration_in_domain_C001_R05,calibration_C001_R05,calibration,in_domain,R21C_001,R21C_001,1328241799,0.989039367144984,in_parameter_domain,b9d015066bf77cb734fea883248e6a980b7703a89d34a81a626c2f70ca13ad0c,5b686d0b7f2fdbcdb2836579f8e37a60a0625d1a57b8794ada8412ab1198c585,4bbe1009ce3eb8f362db98c56c73c779c7eb66d3358e8228ae4bd921a7330a55
r73_calibration_in_domain_C002_R01,calibration_C002_R01,calibration,in_domain,R21C_002,R21C_002,2072432827,1.00069066053778,in_parameter_domain,87f3c747e11c300fc8b7763e25c9712e5bbfb915d539727180714660b98dac58,3a9824e2d0931e45602ae28f32c3529750a69c44968136ceca59812fe0ef3578,6d5849710af1fd06d50293ae6aec4a4d373b3b96f5e1435b5a2c142c657d2bec
r73_calibration_in_domain_C002_R02,calibration_C002_R02,calibration,in_domain,R21C_002,R21C_002,2055655208,0.989867241901275,in_parameter_domain,c25f0ccd99fc89e85bbffaff017ed9a0c31f8e9b06a0b9a4de572b4365a4bb7b,aee4abb36b5a79eb27028b0175f7004b05268aad8afef9f3180d4e017fca0877,364e2a134b2030ab206586b440d61118699fc17d0e91e03d3f75d49d0e27b59b
r73_calibration_in_domain_C002_R03,calibration_C002_R03,calibration,in_domain,R21C_002,R21C_002,2038877589,0.980264715953384,in_parameter_domain,b76bd8c1c5f8179d63044c419e23473f3f21f8093a4548d41051a0f6a375b309,37ca23ef1b2d6ee3f6da55783c8a83cd70e421c9de04be5c8456f711ea89863a,9fce0477ce5a4814278f5456349eee8a9fa85299b50ab64447131b947878f5ed
r73_calibration_in_domain_C002_R04,calibration_C002_R04,calibration,in_domain,R21C_002,R21C_002,2022099970,1.00314811677827,in_parameter_domain,2766db1b34961066339fa3b07adeda7cfff27fddc8d0fc38a84a632fe40fe8d0,724b19e56577263abfdc0c856b91fbaa10e1769524c89ba26f5de0c0826e0b35,74d7c248e6496dc62b4a99a4f73099c793342431d0809226be40895d572503a5
r73_calibration_in_domain_C002_R05,calibration_C002_R05,calibration,in_domain,R21C_002,R21C_002,2005322351,0.951380641967861,in_parameter_domain,34e07a528ce47e7b524679ec4319ac67cb6b777b57ba41bf33c49609f55dee19,55f9d6e23b81450afa584c67436c6a74a31332f3a4b6983b2d2a565e4deab4c8,a91ed85ea1d2691a752fab1a82adc4176842165be18801b11c1cebb3ab8ce7e4
r73_calibration_in_domain_C003_R01,calibration_C003_R01,calibration,in_domain,R21C_003,R21C_003,455705923,0.974812101787718,in_parameter_domain,d87196d17c9f8c0b4dbf827c77015b54f3b3d0f7bd77f4e929d7a0552d5c4949,834543f1cafb7094f7f6603a9c029f69b2d2e469d29e421b9cebd801aa51efb3,0fa214ee05db424e47ea1c1574e284a08d33dba630c9f3906ec481506de9b023
r73_calibration_in_domain_C003_R02,calibration_C003_R02,calibration,in_domain,R21C_003,R21C_003,472483542,0.965064158875707,in_parameter_domain,3fb2e5e4f7f6feafa1c544f130b4be7cd373f3f79262daaf5f7604b4602d92bf,2ffcc6a48c08cec780399b30ec9cbb27bd0cf0ac023d52b5d8fc8faec67fc497,daee5b2649969582f0ab4e6030fa86429b8b604fa5d7f5caea634ca55336d74a
r73_calibration_in_domain_C003_R03,calibration_C003_R03,calibration,in_domain,R21C_003,R21C_003,489261161,0.967520890318549,in_parameter_domain,e1885e33048ccef22380cc6102c5844cd01bae95996c69a21418fb1146ee395e,42194159a2d930c2bb655259fb1e3d4408544dc4b1b4d2bf6b7f644747b54c56,c2cf0b561f64d9bc913ec15f201a0063828c048b8a347215ef38be3517a0c34f
r73_calibration_in_domain_C003_R04,calibration_C003_R04,calibration,in_domain,R21C_003,R21C_003,371817828,0.966437900466566,in_parameter_domain,e42553cc6991724c9a660284f07ec3c63c370e977fed8564dc82de507730d10c,8e77f6e63591edd08a78277f21d1a7666ec3f37ddd30ca4f22d7999a377f6ee7,38aed72cd2cf901f01162065c567c98bdc5dd439710e3fa7d6b2c1d12fb4be4a
r73_calibration_in_domain_C003_R05,calibration_C003_R05,calibration,in_domain,R21C_003,R21C_003,388595447,1.04427695334652,in_parameter_domain,e7e51727eaca1f2e401dce27d741400eebf861dcfa3ba3d5980979e97e964f8d,04f76754e3cbdd59bc7e18ab731354eac6d8d40c667165d46b5c8d13fd1a4abd,5238504ce59ee31772b065f91c8dc3e211bf192bbd23d8157fdb003a322a2181
r73_calibration_in_domain_C004_R01,calibration_C004_R01,calibration,in_domain,R21C_004,R21C_004,1832970111,0.96244734296689,in_parameter_domain,a172e68307ec6a7e3170abc314fc6677c69093bc59fe39d646e798d1ff300b07,91ee0364110b03a5f7742f21a605ce1f5c186c34e30601bd2911807773054334,3fa29b0135779ebbaaac0142326ff313721feb6d094f58d3fcb97428d03be090
r73_calibration_in_domain_C004_R02,calibration_C004_R02,calibration,in_domain,R21C_004,R21C_004,1816192492,1.02518301414461,in_parameter_domain,8409e535700528bea5f6e73ba8d3b10b998668c5c2b44ea7604b68604b5a98a7,2e180391a9bf5e9524c9c955709597d0aca790b29f574dd3851b6e1a814ebd31,321f5975a7548f0795142ddcd5bafc908a7e0b797c9f290659c1a008f341c7f8
r73_calibration_in_domain_C004_R03,calibration_C004_R03,calibration,in_domain,R21C_004,R21C_004,1799414873,0.966986734163355,in_parameter_domain,882974730a0fa17ee09967d64219cdf55e02a85a451d5f56c3811184381ee2d6,32a7fca0bb3dadf4fa537250521d01a1dabfe725202be3fbc5c94ec2742a4e99,214b6322ca2fa21b0591d7ec482d4aa8be4027d0ead5ccc133fd45ea2d324273
r73_calibration_in_domain_C004_R04,calibration_C004_R04,calibration,in_domain,R21C_004,R21C_004,1782637254,1.03145756010375,in_parameter_domain,44dfa8e74663e1213166547b1fd370b6c6b4de7ff8f35ed36653eef4dacddb86,95ae6ec5d6246666943e427543bbe7822f72333eead7a82d1b8ebc65dfc9de39,fb30d244de3c4f603bc4f97fcd3bab289c8c2fe41c92756998dab427ce3415c4
r73_calibration_in_domain_C004_R05,calibration_C004_R05,calibration,in_domain,R21C_004,R21C_004,1765859635,1.03815312053024,in_parameter_domain,189b876bbd07cc60ea0b0e1f226aa48e592deeb65189e8c086ecaea361216dcd,7685ef2161928fb895835ef87bc25040d8458207c5aafa6d894c42a946c1c8e5,2c0ed418c07abd40e8506af50e44550747308e0bdd023b6d1061897731c8e033
r73_calibration_in_domain_C005_R01,calibration_C005_R01,calibration,in_domain,R21C_005,R21C_005,353149630,0.956810052260419,in_parameter_domain,6c15be1a54e674bbe10f54156b5d490435ff006377262744868312635b915a12,4e4622e8371caf765668bdb944d934c2fecb85985c387f2966e6fcfaf10f7c83,0416d41c99f54912414c6db552321ceabd1f5b6f2276c6eb52c4f61db8101655
r73_calibration_in_domain_C005_R02,calibration_C005_R02,calibration,in_domain,R21C_005,R21C_005,336372011,0.978277594729241,in_parameter_domain,150aa64673cb18bf4c5e6e0109b2f7ff725ba76e7d5af1fc5199c34cf1e6fec4,6b4c508958b061aeb4569db0e870cf802e97711516d1b7c4a317fd17265548ad,21da94afbd3e3ad2ab2cc3af9d862bd9344885d9dc9a63a60a47587a7a4a4c2d
r73_calibration_in_domain_C005_R03,calibration_C005_R03,calibration,in_domain,R21C_005,R21C_005,319594392,0.974839870955925,in_parameter_domain,f80e7a7c298f796f197e49316cabc6a66923c75cc5bec18cc0ca82a42a5998fd,fbf0806a5981d8f67b14a8e2104bceb462435c81fa1f05b538d21fbfb5a0102d,1ffb629598f96de8dfe3689437985eccd7272f43506c35f13fddb18b3849fdee
r73_calibration_in_domain_C005_R04,calibration_C005_R04,calibration,in_domain,R21C_005,R21C_005,302816773,0.956027531077955,in_parameter_domain,c362ea1c22693033932dee7189c53a1ec8c49347ced34ad683c6a2eca1432fcf,cfccb84a9eb02e51b87dc9294a40ba6f128d85a58b2651d97941e6056282efc3,7782e3b59d70487555257ba65d422cfd0969f8669bfc59a13a6710f50ecd930f
r73_calibration_in_domain_C005_R05,calibration_C005_R05,calibration,in_domain,R21C_005,R21C_005,286039154,1.01772652722296,in_parameter_domain,92ebd0059b3920a6576f6f4a9fd03915827121a8bb61db634b644fc1827d2576,949b2c13ff7aa25f66acb81a2874a447172041eedd7ffa20d2bd9ef1b97ecc99,0da1126f568ec8e76eaa02f158dfab244795914c6a7880479e5615c0a9e37f8a
r73_calibration_in_domain_C006_R01,calibration_C006_R01,calibration,in_domain,R21C_006,R21C_006,184101361,1.03643882533239,in_parameter_domain,b684349aac5a9e584b59bdf798c2312560f3db6d5a863ddcbadab5c32856a87f,dd70514fb2e3fb5d3941e4754027a8176837d3c9295e6a640d4d57ab882974a9,298036e4c021cfeb672c2f09a2377f0b509f22c18f847544cc6a5e22feccd8aa
r73_calibration_in_domain_C006_R02,calibration_C006_R02,calibration,in_domain,R21C_006,R21C_006,133768504,1.03448767087953,in_parameter_domain,5d31d36736c31e427d03b179b158e1c49a56e6688c743050c4af94490707c028,341813351cba277dac7247c12683c72797e633d7b69e15d0b6a14d2d9f456bf6,c57309652170d02c0f45762ae631c520d0ea292bf0ce9a83021c30fe28ee3ad5
r73_calibration_in_domain_C006_R03,calibration_C006_R03,calibration,in_domain,R21C_006,R21C_006,150546123,1.02319558682769,in_parameter_domain,2e29c5c239d133e81fffb124b6dca65e5f988a6cd1ec444753e4d4c4fb4c2184,ca0ec108759ae158a0989455e224ebd84c17a66865a1afe2c4e7b915a2d880ea,e98354ea138ebb2c9138e7b86ad7f3eab87af0adfcbd5f8403b2ad0f34811e74
r73_calibration_in_domain_C006_R04,calibration_C006_R04,calibration,in_domain,R21C_006,R21C_006,100213266,0.976325925987263,in_parameter_domain,1b2a3f354c3609d4435b43ee99940eae318c1fd79c5987420cac3c38c47b78c1,e8cc41e86f803f06eecad2d11c5ed4a0452f6eb5bf11b8a93a034441442b1190,8f22b1a33d761ea5611214d5056cd073cbe1eaf4692b111fa94bc03fc100b7b2
r73_calibration_in_domain_C006_R05,calibration_C006_R05,calibration,in_domain,R21C_006,R21C_006,116990885,0.959601894121132,in_parameter_domain,df6d9d104ad56ef61f899c15539b98f2efa7cc75d65f3d7f90c8169155e51895,b08ccd38be99e7080af2e35df5ab04bb4b3c9d71fd886586d245d6d011429a9e,c9ae2fa2a4969e1a820fc401d5797d59291fdc743218c2f5efa070a4d3d67cf8
r73_calibration_in_domain_C007_R01,calibration_C007_R01,calibration,in_domain,R21C_007,R21C_007,1440107602,1.03713752179425,in_parameter_domain,c7d992a6467986578cd420fd04162d0151e1c592dcda802ad645c01513558696,3a7a20494eafa593a78577b2938760f9ce9ac637550444524ab0f3d0c50592c1,0d83e9e9f9e773e5f3bcd74bcd47dc355c9a60f514bf7ea7e1665fa448d397e3
r73_calibration_in_domain_C007_R02,calibration_C007_R02,calibration,in_domain,R21C_007,R21C_007,1456885221,0.957118989752168,in_parameter_domain,c9efb5b7de346d6c9f9f6042e7666d58ebabef643ae2e452da2b94956058d366,e074f15ad325082eddeaa3f1d61ba45a997484353462927e8442dffde4c80723,d82a3eb346f8ad8bbcc1878b5190386031287d69cdbb9d926e5ddf38200f2c1c
r73_calibration_in_domain_C007_R03,calibration_C007_R03,calibration,in_domain,R21C_007,R21C_007,1473662840,0.968963626775012,in_parameter_domain,1096aea8cdc0bc3ffa3dcd6ff3b4f7b5296041a3154e8be1ee1ad3d6fd11300f,2e96e266d03cd3edbca937bad75600343e19a25b395b856023fa7e9c58eefc6d,c9a5319b86245625e26970306989b85c8f0c7710f0c71a66671686944958e1c9
