sample_id,replicate_id,grid_id,category,outlier_dimension,outlier_severity,parameter_domain_truth,truth_topology_id,truth_is_nonunique,truth_equivalence_class
final05_test_in_03,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G003,0,"{G003}"
final05_test_in_03,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G003,0,"{G003}"
final05_test_in_03,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G003,0,"{G003}"
final05_test_in_04,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G004,1,"{G004,G007}"
final05_test_in_04,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G004,1,"{G004,G007}"
final05_test_in_04,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G004,1,"{G004,G007}"
final05_test_in_04,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G004,1,"{G004,G007}"
final05_test_in_05,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G005,1,"{G002,G005}"
final05_test_in_05,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G005,1,"{G002,G005}"
final05_test_in_05,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G005,1,"{G002,G005}"
final05_test_in_05,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G005,1,"{G002,G005}"
final05_test_in_06,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G006,0,"{G006}"
final05_test_in_06,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G006,0,"{G006}"
final05_test_in_06,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G006,0,"{G006}"
final05_test_in_06,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G006,0,"{G006}"
final05_test_in_07,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G007,1,"{G004,G007}"
final05_test_in_07,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G007,1,"{G004,G007}"
final05_test_in_07,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G007,1,"{G004,G007}"
final05_test_in_07,final05,A_stage4a1_quick61,parameter_in_domain,,,in_domain,G007,1,"{G004,G007}"
final05_test_out_main_length_scale_medium,final05,A_stage4a1_quick61,parameter_out_of_domain,main_length_scale,medium,out_of_domain,G005,1,"{G002,G005}"
final05_test_out_main_length_scale_medium,final05,A_stage4a1_quick61,parameter_out_of_domain,main_length_scale,medium,out_of_domain,G005,1,"{G002,G005}"
final05_test_out_main_length_scale_medium,final05,A_stage4a1_quick61,parameter_out_of_domain,main_length_scale,medium,out_of_domain,G005,1,"{G002,G005}"
final05_test_out_main_length_scale_medium,final05,A_stage4a1_quick61,parameter_out_of_domain,main_length_scale,medium,out_of_domain,G005,1,"{G002,G005}"
final05_test_out_branch_length_scale_far,final05,A_stage4a1_quick61,parameter_out_of_domain,branch_length_scale,far,out_of_domain,G006,0,"{G006}"
final05_test_out_branch_length_scale_far,final05,A_stage4a1_quick61,parameter_out_of_domain,branch_length_scale,far,out_of_domain,G006,0,"{G006}"
final05_test_out_branch_length_scale_far,final05,A_stage4a1_quick61,parameter_out_of_domain,branch_length_scale,far,out_of_domain,G006,0,"{G006}"
final05_test_out_branch_length_scale_far,final05,A_stage4a1_quick61,parameter_out_of_domain,branch_length_scale,far,out_of_domain,G006,0,"{G006}"
final05_test_out_branch_load_scale_near,final05,A_stage4a1_quick61,parameter_out_of_domain,branch_load_scale,near,out_of_domain,G007,1,"{G004,G007}"
final05_test_out_branch_load_scale_near,final05,A_stage4a1_quick61,parameter_out_of_domain,branch_load_scale,near,out_of_domain,G007,1,"{G004,G007}"
final05_test_out_branch_load_scale_near,final05,A_stage4a1_quick61,parameter_out_of_domain,branch_load_scale,near,out_of_domain,G007,1,"{G004,G007}"
final05_test_out_branch_load_scale_near,final05,A_stage4a1_quick61,parameter_out_of_domain,branch_load_scale,near,out_of_domain,G007,1,"{G004,G007}"
final05_test_out_source_impedance_ohm_medium,final05,A_stage4a1_quick61,parameter_out_of_domain,source_impedance_ohm,medium,out_of_domain,G001,0,"{G001}"
final05_test_out_source_impedance_ohm_medium,final05,A_stage4a1_quick61,parameter_out_of_domain,source_impedance_ohm,medium,out_of_domain,G001,0,"{G001}"
final05_test_out_source_impedance_ohm_medium,final05,A_stage4a1_quick61,parameter_out_of_domain,source_impedance_ohm,medium,out_of_domain,G001,0,"{G001}"
final05_test_out_source_impedance_ohm_medium,final05,A_stage4a1_quick61,parameter_out_of_domain,source_impedance_ohm,medium,out_of_domain,G001,0,"{G001}"
final05_test_out_receiver_impedance_ohm_far,final05,A_stage4a1_quick61,parameter_out_of_domain,receiver_impedance_ohm,far,out_of_domain,G002,1,"{G002,G005}"
final05_test_out_receiver_impedance_ohm_far,final05,A_stage4a1_quick61,parameter_out_of_domain,receiver_impedance_ohm,far,out_of_domain,G002,1,"{G002,G005}"
final05_test_out_receiver_impedance_ohm_far,final05,A_stage4a1_quick61,parameter_out_of_domain,receiver_impedance_ohm,far,out_of_domain,G002,1,"{G002,G005}"
final05_test_out_receiver_impedance_ohm_far,final05,A_stage4a1_quick61,parameter_out_of_domain,receiver_impedance_ohm,far,out_of_domain,G002,1,"{G002,G005}"
final05_test_out_joint_parameter_set_near,final05,A_stage4a1_quick61,parameter_out_of_domain,joint_parameter_set,near,out_of_domain,G003,0,"{G003}"
final05_test_out_joint_parameter_set_near,final05,A_stage4a1_quick61,parameter_out_of_domain,joint_parameter_set,near,out_of_domain,G003,0,"{G003}"
final05_test_out_joint_parameter_set_near,final05,A_stage4a1_quick61,parameter_out_of_domain,joint_parameter_set,near,out_of_domain,G003,0,"{G003}"
final05_test_out_joint_parameter_set_near,final05,A_stage4a1_quick61,parameter_out_of_domain,joint_parameter_set,near,out_of_domain,G003,0,"{G003}"
