grid_id,replicate_id,bootstrap_index,block_index,block_start,block_end,frequency_count,resampling_seed,experiment_scientific_hash
A_stage4a1_quick61,final04,2,4,7,21,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,3,1,36,50,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,3,2,39,53,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,3,3,2,16,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,3,4,31,45,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,4,1,13,27,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,4,2,40,54,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,4,3,12,26,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,4,4,10,24,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,5,1,2,16,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,5,2,4,18,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,5,3,16,30,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,5,4,29,43,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,6,1,13,27,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,6,2,42,56,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,6,3,27,41,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,6,4,13,27,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,7,1,40,54,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,7,2,28,42,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,7,3,2,16,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,7,4,44,58,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,8,1,47,61,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,8,2,47,61,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,8,3,14,28,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,8,4,34,48,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,9,1,46,60,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,9,2,26,40,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,9,3,35,49,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,9,4,6,20,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,10,1,13,27,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,10,2,13,27,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,10,3,6,20,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,10,4,10,24,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,11,1,47,61,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,11,2,1,15,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,11,3,16,30,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,11,4,1,15,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,12,1,45,59,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,12,2,2,16,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,12,3,32,46,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,12,4,44,58,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,13,1,13,27,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,13,2,7,21,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,13,3,45,59,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,13,4,44,58,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,14,1,42,56,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,14,2,38,52,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,14,3,42,56,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,14,4,5,19,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,15,1,35,49,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,15,2,25,39,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,15,3,35,49,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,15,4,2,16,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,16,1,22,36,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,16,2,11,25,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,16,3,42,56,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,16,4,41,55,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,17,1,46,60,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,17,2,21,35,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,17,3,36,50,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,17,4,22,36,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,18,1,38,52,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,18,2,25,39,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,18,3,46,60,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,18,4,11,25,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,19,1,17,31,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,19,2,8,22,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,19,3,29,43,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,19,4,8,22,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,20,1,24,38,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,20,2,22,36,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,20,3,2,16,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,20,4,21,35,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,21,1,27,41,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,21,2,38,52,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,21,3,43,57,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,21,4,19,33,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,22,1,2,16,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,22,2,33,47,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,22,3,18,32,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,22,4,15,29,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,23,1,35,49,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,23,2,40,54,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,23,3,6,20,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,23,4,5,19,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,24,1,17,31,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,24,2,7,21,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,24,3,33,47,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,24,4,47,61,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,25,1,33,47,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,25,2,26,40,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,25,3,41,55,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,25,4,40,54,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,26,1,35,49,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,26,2,38,52,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,26,3,36,50,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,26,4,26,40,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,27,1,7,21,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,27,2,46,60,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,27,3,2,16,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,27,4,12,26,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,28,1,2,16,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,28,2,12,26,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,28,3,37,51,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,28,4,26,40,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,29,1,42,56,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,29,2,12,26,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,29,3,18,32,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,29,4,2,16,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,30,1,43,57,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,30,2,5,19,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,30,3,13,27,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final04,30,4,13,27,15,20282552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,1,1,15,29,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,1,2,23,37,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,1,3,24,38,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,1,4,46,60,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,2,1,46,60,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,2,2,14,28,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,2,3,6,20,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,2,4,40,54,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,3,1,13,27,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,3,2,42,56,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,3,3,4,18,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,3,4,27,41,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,4,1,42,56,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,4,2,20,34,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,4,3,33,47,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,4,4,34,48,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,5,1,11,25,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,5,2,20,34,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,5,3,22,36,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,5,4,32,46,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,6,1,37,51,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,6,2,19,33,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,6,3,45,59,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,6,4,4,18,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,7,1,2,16,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,7,2,16,30,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,7,3,20,34,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,7,4,31,45,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,8,1,23,37,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,8,2,15,29,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,8,3,11,25,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,8,4,7,21,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,9,1,6,20,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,9,2,39,53,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,9,3,7,21,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,9,4,17,31,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,10,1,45,59,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,10,2,18,32,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,10,3,12,26,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,10,4,18,32,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,11,1,9,23,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,11,2,13,27,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,11,3,22,36,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,11,4,33,47,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,12,1,13,27,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,12,2,45,59,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,12,3,27,41,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,12,4,33,47,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,13,1,18,32,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,13,2,41,55,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,13,3,19,33,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,13,4,6,20,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,14,1,24,38,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,14,2,36,50,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,14,3,3,17,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,14,4,1,15,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,15,1,45,59,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,15,2,17,31,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,15,3,38,52,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,15,4,22,36,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,16,1,16,30,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,16,2,32,46,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,16,3,13,27,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,16,4,37,51,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,17,1,21,35,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,17,2,26,40,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,17,3,32,46,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,17,4,42,56,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,18,1,46,60,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,18,2,3,17,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,18,3,19,33,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,18,4,37,51,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,19,1,36,50,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,19,2,6,20,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,19,3,4,18,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,19,4,12,26,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,20,1,32,46,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
A_stage4a1_quick61,final05,20,2,37,51,15,20283552,dccc3a51956080d2bca1f2d126abb9e50ea355b453939dde7fc6adaadcd86c4d
