sample_id,paired_case_id,split,category,candidate_id,truth_topology_id,case_seed,main_length_scale,parameter_domain_truth,parameter_vector_hash,noiseless_cfr_hash,observation_hash,stage,mode,git_head_at_run,git_branch_at_run,git_dirty_at_run,source_tree_hash,configuration_hash,matlab_version,platform,computer_arch,use_parallel,worker_count,run_command,start_time_utc,runtime_environment_hash,experiment_hash,end_time_utc,runtime_s,selected_method,domain_calibration_hash,frozen_topology_experiment_hash,frozen_topology_calibration_hash
r73_calibration_in_domain_C014_R29,calibration_C014_R29,calibration,in_domain,R21C_014,R21C_014,1060545990,0.950383329450277,in_parameter_domain,49b986cdd6caf70aab367e0be4f4b3e377fcdf4bfd1ac0e147ad7d55b1707fb4,3adb1488bbd36f130d45f17b9f6a3124919c06a0666fa944e1d02090fca17949,66a9d5f47f2549664430de0b90c64e9cd5382a70a602b825e6f8e63d9d2e9228,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C014_R30,calibration_C014_R30,calibration,in_domain,R21C_014,R21C_014,742100987,0.964549059353154,in_parameter_domain,3e0b57ff00930ffc36af9d5984aad8e54af1e33c607b622aa16c8382783fc135,2d24a3b54210486f937de37618a3d15809d70b04ffa6ac3610fb2a877e1824a3,7aa54d128ce1e77f24f9122f549005a49b15a551744160dfaeafd283fd9145fb,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C014_R31,calibration_C014_R31,calibration,in_domain,R21C_014,R21C_014,725323368,1.0019745467775,in_parameter_domain,67d6bda5e5c139e629d8ab8b693dfce441b0ffb722cecdb77d6dfa84547880c7,d2528849aa9d32cafda475f2dfd9719495edd8730ecf22a4380e10ec231f776b,c656b16bbea95b53b7a60ac0b965fe2649bb004170031555252a63440246fbed,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C014_R32,calibration_C014_R32,calibration,in_domain,R21C_014,R21C_014,775656225,1.01680308112893,in_parameter_domain,240354a1b8657db7b7590d166906e90f4bbad1855fd5148ab4b6d27c64fe3a6c,c4eb5c55215e37ed34650d6d5edfff2cb6c5e1aad5eec1d48232d81bb92aab12,76847dc354755061bbc06bf1842586341627768a98e3f962a4b358c0f3dc65a6,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C014_R33,calibration_C014_R33,calibration,in_domain,R21C_014,R21C_014,758878606,1.01955925841912,in_parameter_domain,fcefc02de160861bef2c16f00210cfef17afd9ff9857cfd5dab09359ec586bb4,905f127a5c0180c2341faaf9d693b7caf6e35f5e3b03b0634d3a57bd8e43cd61,d625560032a548eed91866ffcaf5334b90a6a91ead24d463f27c889fce503505,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C014_R34,calibration_C014_R34,calibration,in_domain,R21C_014,R21C_014,809211463,1.0328113402717,in_parameter_domain,60bd6a41225dbe1bb79f67773f7547da561429298bdf734ffd953c87a37c20bb,b8778995d0ea0a1b4c63cc7a54e075525006fb9071834e7df4075e2bc6c3ef90,d39f3aedb7592db613c6857a1a61099b560eda40fc14c22155b99a06fa7d303d,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C014_R35,calibration_C014_R35,calibration,in_domain,R21C_014,R21C_014,792433844,0.953009395841355,in_parameter_domain,802c38c547644afd29604a5b1ddc98d724e2858dca9d46b68967f8b2a592a1e1,ea44aeecbd9e271176b5b943df4300f1718deeb1380a8ab1c196eb7e470a1ce1,13165350263aff2b01e84576bdd3efb35a2ac0b5c606dad261f9010e148e9773,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C014_R36,calibration_C014_R36,calibration,in_domain,R21C_014,R21C_014,842766701,1.01890701434896,in_parameter_domain,a48c28a2e748bedc8c87ad1e142da6ab748ae91e1685fa4ed53220426ef779d8,102acbea3659c344462fd6f2f191540398814c03527c87592d02bca467afe4e5,3cd6d00e39799d0cc8373665ef843a963acc3ee381f71e2b9651137153e4ca80,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C014_R37,calibration_C014_R37,calibration,in_domain,R21C_014,R21C_014,825989082,0.950254438848193,in_parameter_domain,922ea59bd24a21be11224923ad120b30cb045a22e5f95f196485efe86cbb6c33,8f41f869dc8ef56daf45eaf1b75cceef10b29050997c0214cc29aa8548981eb0,562aaa20f61a6545520e1283854a3596646705539d6872eb3d9a72cb3907a122,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C014_R38,calibration_C014_R38,calibration,in_domain,R21C_014,R21C_014,876321939,0.97630870182618,in_parameter_domain,6b98f80d3bc3493e705de7b8f5571168d484089a76e35c5971b3349af6555bd8,478c8e126020215be9e67a32d4d091feaf2c4c62220651bd8f0aedec19c76f68,e0578fdbe961a38471a248aa94e305592c9a0e77e59560828ed9f0e906c4c175,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C014_R39,calibration_C014_R39,calibration,in_domain,R21C_014,R21C_014,859544320,0.990804490836633,in_parameter_domain,32e4c6618ebe26bfc910d8f0468c7593ca7dd720e1fd6c49a50b9d643a11d9c9,0d01481dca5f8e269eb750ec92368d8432902005da56d5381f154b2ec28ac20b,e5c30059c6d35e6cdb31423589c647fcad940bee3f476528d6cb9dd2df9eab3b,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C014_R40,calibration_C014_R40,calibration,in_domain,R21C_014,R21C_014,1109158224,0.950245497268496,in_parameter_domain,254569c328c8e584a3a2a5132b3c8a4030e684153c394fd9eb5b0905ec999b6f,20b43035121472295c9731509717b6f6f078766db7a48b7971cf726cbf98a02d,49d1108178ec4d79ac8bdf5800b5ad993835a551e99e79317e73987a8d6db15f,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C015_R01,calibration_C015_R01,calibration,in_domain,R21C_015,R21C_015,509570556,0.996897764148741,in_parameter_domain,294975b0dfe0eb94667d7fa22906dcf298af52b2d7bb0e017c10362fd02ce58d,968bdc3e0255db1b597b84fde005d807ab984a83fbdbd77c6743b51320815efd,c6c59a8789669378e7604dcc6b1c6b4819d59de4868a30e3291aa89e3943fdb7,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C015_R02,calibration_C015_R02,calibration,in_domain,R21C_015,R21C_015,526348175,1.02960418946472,in_parameter_domain,a2b54775c11d9b3b670734b14619216924ce9d674740218afe4e13dc7313bee2,727205e531a2b3d5c9bf06518facfa750937b7a85309d0f90cbc9a0bf6f97f8e,4adf0895eca6b260543a7524852649c2bd7dcb81b62e9c60832aee9fefc07bbe,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C015_R03,calibration_C015_R03,calibration,in_domain,R21C_015,R21C_015,543125794,0.956560639921548,in_parameter_domain,3ed1ae67c6937c5e98433da7ef1274c44a55bff1fbd91bd03daf1c1cf3d6f841,a0492d30e411b22a1aef0b9f384de632ae39c69495f128c0e8df552e12ee90e3,a0c7fd2598eab7b2942638a0dfec69c9d1ef996a5d04796b9799e8d9d83e3ed4,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C015_R04,calibration_C015_R04,calibration,in_domain,R21C_015,R21C_015,559903413,1.00284615037102,in_parameter_domain,61055efd278f275fda18074b49a726c26c1794abcf9f32f1916a602aa960d7e9,00772445ab2a0cac46e9a795e1e08423afcdd31223516c6da4a01dc8c6178255,474c22dc90ec3274a72f852cff1c25b115d785d835ba8af91fdf8ea8f64fdf8d,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C015_R05,calibration_C015_R05,calibration,in_domain,R21C_015,R21C_015,576681032,0.963745529570442,in_parameter_domain,df040c10996fc50749d9186abbaf267d3d88d7e2a7bc42a831f60d10f38459ab,48f53ed6475afbb2e27589e1d3f107383a464af3a0fbfa5b4afaee5d2cba233e,f0ad7eb5d8894f6a71c4cf8e2c50712ba39d327a6674923c3a36f04edf38595b,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C015_R06,calibration_C015_R06,calibration,in_domain,R21C_015,R21C_015,593458651,0.976980221121544,in_parameter_domain,f07865921fd6ec488ee77a8f4ac2b5b2946ad70148870610918d0e889117d21d,c4915861bee071fc79cbc9e90cebe746c818cc2ae592a98f0e5eb4c9ea6fdfd3,c2a68c57904d096420156d1fe71833589689931c55a7618b0a8ea33ab63131d4,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C015_R07,calibration_C015_R07,calibration,in_domain,R21C_015,R21C_015,610236270,0.954076779244094,in_parameter_domain,014e0a722d1701fea5ee3f3086f78ebaa8e30d2eca558c1a00a0809a6836fdce,c732294c4d36bf99907ed07feff5086a00afe04299fbb2fcd03b30a12c5c991f,d7e04f65c0245bfb9c0f0b89ab04a60aa683bd74ff34643b73fae234ab296275,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C015_R08,calibration_C015_R08,calibration,in_domain,R21C_015,R21C_015,627013889,1.01592426107376,in_parameter_domain,f5ac15e621597312f6cb2c327c71849687f73caa3a613f60c5a86d425f0493df,55cbfd108992fa25efe88e7d3f4f1b41df15cf037119ac9d60265a99e0ff4732,c2d38e931463a49662692b52a122067e6992eff5a5647eb01c40edb45d39c182,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_calibration_in_domain_C015_R09,calibration_C015_R09,calibration,in_domain,R21C_015,R21C_015,643791508,0.976598091693071,in_parameter_domain,335b712b76b304b15f8a2c54fb9bfea5c1c71d9adf58a02aa1dece1229869a50,45fa7a98a16160359f37306543f78c3ddfbaf7784a1d594c0b73ca9a60415ad5,bc4c86a22b63c71c20357dec1aba994eee590a8e11a8ae9bf2790c836db355dd,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
